,name,address,sido,gugun
358,본리점,대구광역시 달서구 본리동 81-3번지,대구광역시,달서구
359,본오2점,경기도 안산시상록구 각골로 123,경기도,안산시상록구
360,봉계점,울산광역시 울주군 두동면 계명1길 39(1층),울산광역시,울주군
361,봉곡점,경상북도 구미시 봉곡남로9길 35,경상북도,구미시
362,봉담와우리점,경기도 화성시 봉담읍 와우로15번길 55-9 효성@상가1층,경기도,화성시
363,봉담점,경기도 화성시 봉담읍 진등1길 57-1,경기도,화성시
364,봉덕2점,대구광역시 남구 봉덕동 924-3,대구광역시,남구
365,봉동점,전라북도 완주군 봉동읍 장기리 214-1,전라북도,완주군
366,봉명동점,충청북도 청주시흥덕구 주현로25번길 20(봉명동),충청북도,청주시흥덕구
367,봉산점,강원도 원주시 치악로 1867 (봉산동),강원도,원주시
368,봉암리점,경기도 양주시 은현면 은현로 521,경기도,양주시
369,봉천2동점,서울특별시 관악구 봉천동 7-125,서울특별시,관악구
370,봉천현대점,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)",서울특별시,관악구
371,봉평점,강원도 평창군 봉평면 기풍3길 28,강원도,평창군
372,봉화점,경상북도 봉화군 봉화읍 내성리 236-17,경상북도,봉화군
373,부강점,세종특별자치시   부강면 부강2길 11,세종특별자치시,부강면
374,부개주공점,"인천광역시 부평구 부개로 79, (부개동,부개택지개발1블럭)",인천광역시,부평구
375,부곡온천점,경상남도 창녕군 부곡면 온천중앙로 47,경상남도,창녕군
376,부곡점(안산),경기도 안산시상록구 부곡동 685-11 안산제2종합시장 1003호,경기도,안산시상록구
377,부곡점(의왕),경기도 의왕시 솔밭길 31,경기도,의왕시
378,부기점,경상북도 경산시 진량읍 금호강변로 820 창신무학타운110,경상북도,경산시
379,부론점,강원도 원주시 부론면 법천시장길 66-11,강원도,원주시
380,부발점,경기도 이천시 부발읍 무촌로 137,경기도,이천시
381,부사점,대전광역시 중구 부사동 150-6,대전광역시,중구
382,부산송정점,부산광역시 해운대구 송정중앙로 15-1,부산광역시,해운대구
383,부산신평점,부산광역시 사하구 다대로142번길 130(신평동),부산광역시,사하구
384,부산지사, ,,
385,부석점,경상북도 영주시 부석면 소천리 381-7,경상북도,영주시
386,부송점,전라북도 익산시 부송1로 65,전라북도,익산시
387,부안점,강원도 춘천시 후석로 261(후평동),강원도,춘천시
388,부여점,충청남도 부여군 부여읍 성왕로 173번길 12,충청남도,부여군
389,부천상동라일락점,"경기도 부천시원미구 도약로 35, 105(상동)",경기도,부천시원미구
390,부천상동현대점,"경기도 부천시원미구 상동 555-8, 102호",경기도,부천시원미구
391,부천심곡5점,경기도 부천시원미구 부흥로373번길 44,경기도,부천시원미구
392,부천심곡본1점,"경기도 부천시소사구 성주로 159(심곡본동,1층)",경기도,부천시소사구
393,부천오정점,"경기도 부천시오정구 오정로 244번 45, (오정동,1층)",경기도,부천시오정구
394,부평남부점,인천광역시 부평구 부평6동 654-1,인천광역시,부평구
395,북가좌1점,"서울특별시 서대문구 증가로20길 80, 1층(북가좌동)",서울특별시,서대문구
396,북가좌2점,서울특별시 서대문구 북가좌2동 107-1 1층,서울특별시,서대문구
397,북문점,경기도 수원시장안구 팔달로259번길 9,경기도,수원시장안구
398,북변점,경기도 김포시 북변동 688 대우아파트상가 111호,경기도,김포시
399,북부점(경주),경상북도 경주시 동부동 75-8,경상북도,경주시
400,북부점(포항),경상북도 포항시북구 두호동 1035-7,경상북도,포항시북구
401,북삼점,경상북도 칠곡군 북삼읍 평원2길 15,경상북도,칠곡군
402,북평점,강원도 동해시 대동로 131(북평동),강원도,동해시
403,분당동점,경기도 성남시분당구 분당동 39 샛별마을 삼부아파트상가 -101 1호,경기도,성남시분당구
404,분평동점,"충청북도 청주시서원구 분평동 청남로2005번길, 27",충청북도,청주시서원구
405,불광동점,서울특별시 은평구 불광로 192,서울특별시,은평구
406,불노지구점,인천광역시 서구 검단로 842,인천광역시,서구
407,불당점,충청남도 천안시서북구 불당동 1124,충청남도,천안시서북구
408,불로점,대구광역시 동구 불로동 1139-7,대구광역시,동구
409,비래가양점,대전광역시 동구 가양2동 47-64,대전광역시,동구
410,비산1동점,"경기도 안양시동안구 비산로 21, 1층 102호(비산동)",경기도,안양시동안구
411,비산삼호점,경기도 안양시동안구 비산동 377-4,경기도,안양시동안구
412,비산점,대구광역시 서구 평리동 791-24,대구광역시,서구
413,비산B점,대구광역시 서구 비산1동 723-1,대구광역시,서구
414,비인점,충청남도 서천군 비인면 성내리 338-5,충청남도,서천군
415,사당4점,서울특별시 동작구 사당동 1033-23,서울특별시,동작구
416,사북점,강원도 정선군 사북읍 사북중앙로 13,강원도,정선군
417,사우동점,강원도 춘천시 영서로 2818(사농동),강원도,춘천시
418,사우지구점,경기도 김포시 북변동 832 영풍아파트상가 104,경기도,김포시
419,사직점,부산광역시 동래구 사직동 19-45,부산광역시,동래구
420,사창동점,충청북도 청주시서원구 1순환로  698(사창동),충청북도,청주시서원구
421,사창리점,강원도 화천군 사내면 사내로 47-1,강원도,화천군
422,산격점,대구광역시 북구 산격동 1232-3,대구광역시,북구
423,산본13점,"경기도 군포시 산본동 1059 우성상가A동 8,9호",경기도,군포시
424,산본3점,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)",경기도,군포시
425,산본6점,"경기도 군포시 산본천로 34-5(산본동, 세종종합상가동101호)",경기도,군포시
426,산본9점,경기도 군포시 산본동 수리산로203번안길 34 ,경기도,군포시
427,산본리점,경기도 군포시 금산로 62(산본동),경기도,군포시
428,산북점,경기도 여주시 산북면 상품로 99,경기도,여주시
429,삼계점,경상남도 김해시 가야로147번길 12-1 ,경상남도,김해시
430,삼광점,강원도 원주시 행구로 107,강원도,원주시
431,삼동점,경기도 광주시 순암로 509(삼동),경기도,광주시
432,삼방점,경상남도 김해시 삼안로235번길 14(삼방동668-17),경상남도,김해시
433,삼산점,인천광역시 부평구 삼산동 201-3,인천광역시,부평구
434,삼성동점,"서울특별시 강남구 영동대로112길 61, 1층(삼성동)",서울특별시,강남구
435,삼송리점,경기도 고양시덕양구 신도길 9,경기도,고양시덕양구
436,삼양동점,서울특별시 강북구 미아동 833-12,서울특별시,강북구
437,삽교점,충청남도 예산군 삽교읍 두리 570-52,충청남도,예산군
438,상계역점,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",서울특별시,노원구
439,상대원1점,경기도 성남시중원구 박석로62번길 1(상대원동),경기도,성남시중원구
440,상도4동점,서울특별시 동작구 상도4동 210-8,서울특별시,동작구
441,상도동점,서울특별시 동작구 상도동 22-107 102,서울특별시,동작구
442,상리점,경기도 여주시 여주읍 청심로 232,경기도,여주시
443,상무세정점,광주광역시 서구 치평동 상무화원로31번길18,광주광역시,서구
444,상봉동점,서울특별시 중랑구 봉우재로 161(상봉동),서울특별시,중랑구
445,상인점,대구광역시 달서구 상인동 1474,대구광역시,달서구
446,상일동점,"서울특별시 강동구 상일로 29-1, 1층(상일동)",서울특별시,강동구
447,새마을점,경기도 안양시만안구 안양동 759-51,경기도,안양시만안구
448,샘머리점,대전광역시 서구 둔산동 908 상록스토아 306,대전광역시,서구
449,샘터점,경기도 고양시덕양구 화신로 73 D상가 103호,경기도,고양시덕양구
450,서3점,부산광역시 금정구 서동 203-6,부산광역시,금정구
451,서귀동문점,제주특별자치도 서귀포시 서문로29번길 18,제주특별자치도,서귀포시
452,서근리점,경기도 화성시 팔탄면 서근리 214-7,경기도,화성시
453,서남점,대구광역시 달서구 감삼동 63-7,대구광역시,달서구
454,서둔탑동평동점,"경기도 수원시권선구 탑동 328-5번지, 101호",경기도,수원시권선구
455,서면점(충남),세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,세종특별자치시,연서면
456,서문점,경기도 수원시장안구 영화동 424-9,경기도,수원시장안구
457,서변점,대구광역시 북구 서변동 1738-14,대구광역시,북구
458,서부점,경상남도 창원시진해구   충장로 100,경상남도,창원시진해구
459,서산1점,충청남도 서산시 읍내동 160-1,충청남도,서산시
460,서산부영점,충청남도 서산시 성암1로 56(읍내동),충청남도,서산시
461,서산삼성점,충청남도 서산시 동문동 538,충청남도,서산시
462,서산테크노밸리점,충청남도 서산시 성연면 일람리 1123,충청남도,서산시
463,서상점,경상남도 함양군 서상면 서상로 290-2,경상남도,함양군
464,서석점,강원도 홍천군 서석면 구룡령로 2525,강원도,홍천군
465,서울강서구청점,"서울특별시 강서구 화곡로51길 7, 1층(화곡동,광성빌딩)",서울특별시,강서구
466,서울금호로타리점,서울특별시 성동구 무수막길 89-2,서울특별시,성동구
467,서울금호역점,서울특별시 성동구 금호동3가 1394-3,서울특별시,성동구
468,서울세검정점,서울특별시 종로구 평창동 285-2,서울특별시,종로구
469,서울신내동점,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",서울특별시,중랑구
470,서울신정1점,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",서울특별시,양천구
471,서울신정2점,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",서울특별시,양천구
472,서울온천점,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)",서울특별시,노원구
473,서울자양1점,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",서울특별시,광진구
474,서울자양3점,서울특별시 광진구 뚝섬로 693,서울특별시,광진구
475,서울지사,서울특별시 금천구 시흥동 985-14,서울특별시,금천구
476,서울합정동점,서울특별시 마포구 포은로 52(합정동),서울특별시,마포구
477,서정점,경기도 평택시 서정동 288-15,경기도,평택시
478,서천점(용인),"경기도 용인시기흥구 예현로35번길  서천동,1층",경기도,용인시기흥구
479,서천점(충남),충청남도 서천군 서천읍 군사리 715-2,충청남도,서천군
480,서초동점,서울특별시 서초구 서초동 1360-34 지층,서울특별시,서초구
481,서현점,경기도 성남시분당구 서현동 311 효자촌주상복합 604-110,경기도,성남시분당구
482,석관동점,"서울특별시 성북구 돌곶이로22길 50, 1층(석관동)",서울특별시,성북구
483,석림점,충청남도 서산시 석림동 783-4,충청남도,서산시
484,석문점,충청남도 당진시 석문면 통정3안길 8-15,충청남도,당진시
485,석사점,강원도 춘천시 백령로 7,강원도,춘천시
486,석적점,경상북도 칠곡군 석적읍 북중리 11길 28,경상북도,칠곡군
487,석포점,경기도 화성시 장안면 버들로 1199,경기도,화성시
488,선부3점,경기도 안산시단원구 선삼로 1 (선부동 1층),경기도,안산시단원구
489,선수촌점,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,서울특별시,송파구
490,선유점,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,경기도,파주시
491,선화점,대전광역시 중구 은행동 1-1,대전광역시,중구
492,설봉점,경기도 이천시 향교로 106(창전동),경기도,이천시
493,설성점,경기도 이천시 설성면 설장로 13(금성빌딩),경기도,이천시
494,설악동점,강원도 속초시 청봉로 77 (설악동),강원도,속초시
495,설악면점,경기도 가평군 설악면 신천 중앙로 131,경기도,가평군
496,성거점,충청남도 천안시서북구 성거읍 성거길 90,충청남도,천안시서북구
497,성건점,경상북도 경주시 성건동 625-8,경상북도,경주시
498,성남점,경기도 성남시중원구 성남동 4149,경기도,성남시중원구
499,성남점(울산),울산광역시 중구 성남동 57-2 2F,울산광역시,중구
500,성정2점,충청남도 천안시서북구 성정동 서부11길 27,충청남도,천안시서북구
501,성정점,충청남도 천안시서북구 성정로 141,충청남도,천안시서북구
502,성주점(경북),경상북도 성주군 월항면  주산로 397,경상북도,성주군
503,성환점,충청남도 천안시서북구 성환읍 성환리 345-3,충청남도,천안시서북구
504,세곡점,서울특별시 강남구 세곡동 124-2 1층 16,서울특별시,강남구
505,세류점,경기도 수원시권선구 세류3동 524-25,경기도,수원시권선구
506,세종청사점,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",세종특별자치시,갈매로
507,센트럴파크점,인천광역시 연수구 컨벤시아대로 50,인천광역시,연수구
508,소래점,인천광역시 남동구 논현동 577 풍림상가 111호,인천광역시,남동구
509,소사3점,"경기도 부천시소사구 소사로160번길 26-2, 1층일부(소사본동)",경기도,부천시소사구
510,소양로점,강원도 춘천시 중앙로 126번지(소양로4가),강원도,춘천시
511,소촌점,광주광역시 광산구 소촌동 610 서라@상가105,광주광역시,광산구
512,속리산점,충청북도 보은군 속리산면 사내리 281-1,충청북도,보은군
513,송강그린점,대전광역시 유성구 송강동 208-7,대전광역시,유성구
514,송강마을점,대전광역시 유성구 구즉로58번길 12(송강동),대전광역시,유성구
515,송내1점,"경기도 부천시소사구 경인로134번길 72, 202호(송내동,단지내상가2층)",경기도,부천시소사구
516,송내점,경기도 동두천시 거북마루24    103호,경기도,동두천시
517,송도럭키점,인천광역시 연수구 옥련동 626 럭키아파트 일반상가 103호,인천광역시,연수구
518,송도신도시점,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",인천광역시,연수구
519,송도점,인천광역시 연수구 비류대로 216 1층4호,인천광역시,연수구
520,송림점,인천광역시 동구 샛골로161번길 25,인천광역시,동구
521,송악점,충청남도 아산시 송악면 외암리 595-104,충청남도,아산시
522,송월점,인천광역시 중구 송월동1가 11-128,인천광역시,중구
523,송지호점,강원도 고성군 죽왕면 동해대로 5902,강원도,고성군
524,송천점,전라북도 전주시덕진구 솔내로 111(송천동1가),전라북도,전주시덕진구
525,송촌점,대전광역시 대덕구 송촌동 222-12,대전광역시,대덕구
526,송현점,대구광역시 달서구 송현동 798-23,대구광역시,달서구
527,수곡동점,충청북도 청주시서원구 청남로  2092-1,충청북도,청주시서원구
528,수리산역점,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",경기도,군포시
529,수림점,인천광역시 남동구 주안로237번길 1,인천광역시,남동구
530,수서점,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",서울특별시,강남구
531,수성점,대구광역시 수성구 수성동1가 82-2,대구광역시,수성구
532,수안보점,충청북도 충주시 수안보면 장터2길 20-7,충청북도,충주시
533,수완점,광주광역시 광산구 신가동 1101,광주광역시,광산구
534,수원지사, ,,
535,수유점,"서울특별시 강북구 노해로11길 42, 1층(수유동)",서울특별시,강북구
536,수지점,"경기도 용인시수지구 풍덕천로148번 6, 1층 102호",경기도,용인시수지구
537,순흥점,경상북도 영주시 순흥면 읍내리 315-1,경상북도,영주시
538,시화3점,경기도 시흥시 정왕대로53번길 29,경기도,시흥시
539,시화5점,경기도 시흥시 역전로 427 세종상가 104,경기도,시흥시
540,시화6점,경기도 시흥시 정왕동 1847 청솔아파트 상가 104호,경기도,시흥시
541,시화7점,"경기도 시흥시 정왕신길로49번 37,109(서해APT상가)",경기도,시흥시
542,시화8점,경기도 시흥시 정왕대로266번 4 금강아파트 상가 108호,경기도,시흥시
543,시화지구점,경기도 시흥시 봉우재로 7번길 20,경기도,시흥시
544,시흥공구점,서울특별시 금천구 시흥동 941-1,서울특별시,금천구
545,시흥사거리점,서울특별시 금천구 시흥1동 995-10 1층,서울특별시,금천구
546,신갈점,경기도 용인시기흥구 신구로53번길  10-1(신갈동),경기도,용인시기흥구
547,신계점,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,충청남도,천안시동남구
548,신곡점,경기도 의정부시 시민로 240,경기도,의정부시
549,신공덕점,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",서울특별시,마포구
550,신공항점,인천광역시 중구 영종대로27번길 41,인천광역시,중구
551,신관점,충청남도 공주시 신관동 177-1,충청남도,공주시
552,신관초교점,충청남도 공주시 신관동 319-7 신관초교 후문앞,충청남도,공주시
553,신구로점,"서울특별시 구로구 구로중앙로28다 21, 1층101호(구로동)",서울특별시,구로구
554,신길2점,서울특별시 영등포구 신길동 451-1,서울특별시,영등포구
555,신대방역점,서울특별시 관악구 신림동 542-17,서울특별시,관악구
556,신대점,대전광역시 대덕구 신대동 216번지,대전광역시,대덕구
557,신도림점,서울특별시 구로구 신도림로11다길 23(신도림동),서울특별시,구로구
558,신둔점,경기도 이천시 신둔면 경충대로 3172,경기도,이천시
559,신례원점,충청남도 예산군 예산읍 창말로 8,충청남도,예산군
560,신림2점,서울특별시 관악구 신림동 251-461,서울특별시,관악구
561,신림점(원주),강원도 원주시 신림면 신림황둔로 4,강원도,원주시
562,신매점,대구광역시 수성구 신매동 599-15,대구광역시,수성구
563,신반점,경상남도 의령군 부림면 신번로 164,경상남도,의령군
564,신사동점,서울특별시 은평구 갈현로3길 33-8.1층,서울특별시,은평구
565,신선점,부산광역시 영도구 하나길 614,부산광역시,영도구
566,신설동점,서울특별시 종로구 숭인2동 699,서울특별시,종로구
567,신성점,대전광역시 유성구 신선로 72번길 30,대전광역시,유성구
568,신수동점,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)",서울특별시,마포구
569,신수리점,강원도 철원군 서면 자등로 593,강원도,철원군
570,신시가지점,제주특별자치도 서귀포시 김정문화로 66(법환동),제주특별자치도,서귀포시
571,신안점,경상남도 진주시 평거로116번길 8-1 1층,경상남도,진주시
572,신영통점,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),경기도,수원시영통구
573,신원당점,경기도 고양시덕양구 고양대로1384 7-24 동문상가 1층 ,경기도,고양시덕양구
574,신월4점,서울특별시 양천구 신월4동 447-4,서울특별시,양천구
575,신월7점,서울특별시 양천구 신월7동 952-1 대지상가 105,서울특별시,양천구
576,신장동점,경기도 하남시 신장동 443-21,경기도,하남시
577,신제주점,제주특별자치도 제주시 신대로 124(연동),제주특별자치도,제주시
578,신창부영점,광주광역시 광산구 신창동 1270번지 부영@2차 상가 2-106,광주광역시,광산구
579,신창점,충청남도 아산시 신창면 서부남로 868,충청남도,아산시
580,신천은행점,경기도 시흥시 신천동 781-22,경기도,시흥시
581,신천점,대구광역시 동구 신천동 279-17,대구광역시,동구
582,신탄1덕암점,대전광역시 대덕구 평촌동 535-1 덕암연립상가2동 1층 1호~2호,대전광역시,대덕구
583,신탄3점,대전광역시 대덕구 신탄진동 18-8,대전광역시,대덕구
584,신태인점,전라북도 정읍시 신태인읍 신태인중앙로 7,전라북도,정읍시
585,신풍시장점,서울특별시 영등포구 신길3동 325-96,서울특별시,영등포구
586,신항점,충청남도 태안군 근흥면 신진도리 527-8,충청남도,태안군
587,신흥2점,"경기도 성남시수정구 수정로220번길 5, 1층(신흥동)",경기도,성남시수정구
588,십정점,인천광역시 부평구 배곶남로 18,인천광역시,부평구
589,쌍문동점,서울특별시 도봉구 쌍문동 56 삼익A 상가 107,서울특별시,도봉구
590,쌍촌시영점,광주광역시 서구 쌍촌로 37,광주광역시,서구
591,아동점,"경기도 파주시 경의로 1821, 1층101호",경기도,파주시
592,아라점,제주특별자치도 제주시 인다12길 1 아라주공아파트 상가 106호,제주특별자치도,제주시
593,아산테크노점,충청남도 아산시 둔포면 석곡리 1520 아산테크노빌딩 102,충청남도,아산시
594,아산풍기점,충청남도 아산시 어의정로 184,충청남도,아산시
595,아중점,전라북도 전주시덕진구 인후동1가 880-5,전라북도,전주시덕진구
596,안강점,경상북도 경주시 안강읍 비화원로 117,경상북도,경주시
597,안녕송산점,경기도 화성시 안녕동 37-1,경기도,화성시
598,안면점,충청남도 태안군 안면읍 장터로 114,충청남도,태안군
599,안산3점,경기도 안산시단원구 예술대학로 107 상가104호,경기도,안산시단원구
600,안산사동2점,"경기도 안산시상록구 감골로 43(사동, 102호)",경기도,안산시상록구
601,안산사동점,경기도 안산시상록구 사동 1285-3,경기도,안산시상록구
602,안산상록수점,경기도 안산시상록구 본삼로 17 1층 103호,경기도,안산시상록구
603,안산이동점,"경기도 안산시상록구 도매시장로 34-1, 102호",경기도,안산시상록구
604,안산일동점,경기도 안산시상록구 호동로 81(일동),경기도,안산시상록구
605,안산효자점,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,경기도,안산시단원구
606,안서점,충청남도 천안시동남구 중암1길 17,충청남도,천안시동남구
607,안성2점,경기도 안성시 신건지동 1-2,경기도,안성시
608,안양5동점,경기도 안양시만안구 안양동 388-12,경기도,안양시만안구
609,안의점,경상남도 함양군 안의면 금천리 203-4,경상남도,함양군
610,안중점,경기도 평택시 안중읍 안현로서7길 16,경기도,평택시
611,안흥점,강원도 횡성군 안흥면 안흥시장길 25-1,강원도,횡성군
612,암사2점,"서울특별시 강동구 구천면로 337, 1층 (암사동)",서울특별시,강동구
613,암사역점,서울특별시 강동구 암사1동 501-25,서울특별시,강동구
614,앙성점,충청북도 충주시 앙성면 가곡로 1033-1,충청북도,충주시
615,애월점,제주특별자치도 제주시 애월읍 애월리 1717-6,제주특별자치도,제주시
616,야탑점,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",경기도,성남시분당구
617,약대점,경기도 부천시오정구 삼정동 318-5 1층,경기도,부천시오정구
618,약목점,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),경상북도,칠곡군
619,약수역점,서울특별시 중구 신당동 321-1 1층,서울특별시,중구
620,양곡1점,경기도 김포시 양촌읍 양곡2로60번길 53 101호,경기도,김포시
621,양덕원점,강원도 홍천군 남면 시동로 4,강원도,홍천군
622,양동점,경기도 양평군 양동면 양동시장길 6-5,경기도,양평군
623,양문점,경기도 포천시 영중면 양문로 98-1,경기도,포천시
624,양벌점,경기도 광주시 오포읍 양벌로 190,경기도,광주시
625,양산범어점,경상남도 양산시 물금읍 범어리 721-1,경상남도,양산시
626,양성점,경기도 안성시 양성면 읍내길 26,경기도,안성시
627,양수리점,경기도 양평군 양서면 양수로150번길 9-2,경기도,양평군
628,양재점,서울특별시 서초구 양재동 8-71 광성빌딜 1층,서울특별시,서초구
629,양정염포점,울산광역시 북구 염포로 591-1(양정동),울산광역시,북구
630,양주백석점,경기도 양주시 백석읍 양주산성로 564-1,경기도,양주시
631,양평동부점,경기도 양평군 양평읍 시민로 30,경기도,양평군
632,양평옥천점,"경기도 양평군 옥천면 북부길9번길, 5",경기도,양평군
633,양평용문점,경기도 양평군 용문면 용문로 359,경기도,양평군
634,양평점,경기도 양평군 양평읍 중앙로167번길 62,경기도,양평군
635,어양점,전라북도 익산시 고봉로18길 107(어양동),전라북도,익산시
636,언양점,울산광역시 울주군 언양읍 읍성로 40,울산광역시,울주군
637,엄사금암점,충청남도 계룡시 엄사면 번영2길 4-41 101,충청남도,계룡시
638,엄정점,충청북도 충주시 엄정면 내창로 205,충청북도,충주시
639,여월점,경기도 부천시오정구 여월동 52-4 1층,경기도,부천시오정구
640,여의도점,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",서울특별시,영등포구
641,여주점,경기도 여주시 여흥로 97,경기도,여주시
642,역곡1점,경기도 부천시원미구 역곡로 61 (역곡동),경기도,부천시원미구
643,역북점,경기도 용인시처인구 중부대로1299  12 ,경기도,용인시처인구
644,연남동점,서울특별시 마포구 연남로 41(연남동),서울특별시,마포구
645,연동점,제주특별자치도 제주시 연동 251-23,제주특별자치도,제주시
646,연무대점,충청남도 논산시 연무읍 안심로 127,충청남도,논산시
647,연봉점,강원도 홍천군 홍천읍 무궁화로 88,강원도,홍천군
648,연성점,"경기도 시흥시 인선길 100, 107호(장곡동, 연성프라자)",경기도,시흥시
649,연지점,경기도 안성시 연지동 16-1,경기도,안성시
650,영월삼호점,강원도 영월군 영월읍 단종로 88,강원도,영월군
651,영월점,강원도 영월군 영월읍 하송안길 114,강원도,영월군
652,영주지사, ,,
653,영주풍기점,경상북도 영주시 풍기읍 풍기로 49-1,경상북도,영주시
654,영천시장점,서울특별시 서대문구 천연동 1 냉천동 190,서울특별시,서대문구
655,영통1.경희점,"경기도 수원시영통구 영통동 1020-1, 102호",경기도,수원시영통구
656,영통2점,경기도 수원시영통구 영통동 955-1 황골마을1단지 상가-106,경기도,수원시영통구
657,영해점,경상북도 영덕군 영해면 성내리 470-31,경상북도,영덕군
658,예산1점,충청남도 예산군 예산읍 예산리 천변로 179,충청남도,예산군
659,예산2점,충청남도 예산군 예산읍 주교리 225-9,충청남도,예산군
660,예천점,경상북도 예천군 예천읍 남본리 222-2번지,경상북도,예천군
661,오남리점,경기도 남양주시 오남읍 진건오남로 626,경기도,남양주시
662,오류1점,서울특별시 구로구 고척로1길 5 (오류동),서울특별시,구로구
663,오목천점,경기도 수원시권선구 오목천동 500-1,경기도,수원시권선구
664,오산1점,경기도 오산시 오산로 190번길 24,경기도,오산시
665,오산2점,경기도 오산시 원동 761-2,경기도,오산시
666,오산궐동대우점,경기도 오산시 수청동 518-9,경기도,오산시
667,오산남촌점,경기도 오산시 오산동 614-23,경기도,오산시
668,오성점,경기도 평택시 오성면 숙성리 137-7,경기도,평택시
669,오크밸리점,강원도 원주시 지정면 오크밸리 2길 22,강원도,원주시
670,와수리점,강원도 철원군 서면 와수리 168-1,강원도,철원군
671,왕십리점,서울특별시 성동구 하왕십리2동 955-11,서울특별시,성동구
672,왜관점,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104,경상북도,칠곡군
673,외동점,경상남도 김해시 외동 1214-2,경상남도,김해시
674,요선동점,강원도 춘천시 서부대성로48번 24,강원도,춘천시
675,용강점,경상북도 경주시 승삼1길 6-10,경상북도,경주시
676,용곡점,충청남도 천안시동남구 용곡동 583,충청남도,천안시동남구
677,용운점,대전광역시 동구 용운동 307-11,대전광역시,동구
678,용원점,경상남도 창원시진해구 용재로29번길 5-17,경상남도,창원시진해구
679,용인구성점,경기도 용인시기흥구 구성로 176(언남동),경기도,용인시기흥구
680,용인동문점,경기도 용인시수지구 수풍로 53(풍덕천동),경기도,용인시수지구
681,용인보라점,경기도 용인시기흥구 사은로 116,경기도,용인시기흥구
682,용전점,대전광역시 대덕구 중리동 246-25,대전광역시,대덕구
683,용현1호점,인천광역시 미추홀구 인주대로174번  36,인천광역시,미추홀구
684,용현2호점,인천광역시 남구 낙섬중로 11(용현동),인천광역시,남구
685,용현점,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)",경기도,의정부시
686,용호점,"부산광역시 남구 용호로42번길 104(용호동,1층)",부산광역시,남구
687,용화점,"충청남도 아산시 용화동 694, 101호",충청남도,아산시
688,우만.지동점,경기도 수원시팔달구 우만동 469-15 1층,경기도,수원시팔달구
689,우면동점,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)",서울특별시,서초구
690,우성점,충청남도 천안시서북구 직산읍 자은가리1길 68  ,충청남도,천안시서북구
691,우암점,충청북도 청주시상당구 향군로 20(우암점),충청북도,청주시상당구
692,우천점,강원도 횡성군 우천면 수남로 333,강원도,횡성군
693,우현점,경상북도 포항시북구 우현동 134-7 우현상가101호,경상북도,포항시북구
694,운남삼성점,광주광역시 광산구 운남동 387-22번지 삼성@ 상가 127호,광주광역시,광산구
695,운정1점,"경기도 파주시 미래로 603, 상가동 203호(목동동)",경기도,파주시
696,운정2점,"경기도 파주시 동패로 115, 상가동 122호",경기도,파주시
697,운천점,경기도 포천시 영북면 운천로 10,경기도,포천시
698,운천한화점,경기도 포천시 영북면 산정리 454-4,경기도,포천시
699,울산신정1점,울산광역시 남구 봉월로164번길 4,울산광역시,남구
700,원곡동점,"경기도 안산시단원구 원선로 55, 104호(원곡동)",경기도,안산시단원구
701,원동일산점,"강원도 원주시 무실로 96, 1층 (일산동)",강원도,원주시
702,원북점,충청남도 태안군 원북면 원이로 837,충청남도,태안군
703,원앙마을점,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,충청남도,천안시동남구
704,원종3점,경기도 부천시오정구 원종동 206-3,경기도,부천시오정구
705,원주단계점,강원도 원주시 원문로 85 1층(학성동),강원도,원주시
706,원주단계택지점,강원도 원주시 금불3길 34(단계동),강원도,원주시
707,원주역전점,강원도 원주시 원일로 208(학성동),강원도,원주시
708,원주지사,테스트 테스트구 테스트점 23-123,테스트,테스트구
